,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
24362,low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.010057574963672886
24381,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010032940064409792
24388,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.016769780288192874
24407,low,high,low,low,low,low,low,low,low,low,low,low,0,0.0377536231884058
24420,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.023584357558452052
24426,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011534766118836914
24434,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.013003498189978625
24440,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.6631994361847304
24455,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.17796999108316477
24471,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.054143455826151696
24483,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.05103258388915522
24487,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.027451844067202347
24494,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.043207447944847245
24503,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
24508,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010077618667862451
24516,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.02342049875576968
24523,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010027027027027027
24531,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.01
24541,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011428571428571429
24549,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.009523385282538406
24556,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.09623027264978097
24563,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.01385472424744474
24580,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.016272104194329454
24597,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.5160134601243045
24605,low,high,low,low,low,low,low,low,low,low,low,low,0,0.007166217618593634
24618,low,high,low,low,low,low,low,low,low,low,med-low,low,0,8.167324949917278e-05
24627,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.0032285109319405703
24642,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.010013140604467806
24649,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010020324512513784
24657,low,high,low,low,low,low,low,low,low,low,med-low,low,0,6.86139007951464e-05
24666,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010097087378640776
24675,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.20140846690932357
24686,med-low,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.7678284048966494
24702,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.028106788836501976
24709,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010846637149028665
24717,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010731524350357928
24730,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010005875440658049
24737,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.05731637333261158
24745,low,high,low,low,low,low,low,low,low,low,low,low,1,0.3417178200793798
24753,low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.02938067788394959
24769,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010027027027027027
24775,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,1.2944276709571482e-05
24785,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.2793133255633255
24790,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.5368373705505964
24798,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.35930423733420297
24823,med-high,high,low,low,low,low,low,low,low,low,low,low,1,0.6343616863500352
24829,low,high,low,low,low,low,low,low,low,low,low,low,0,0.02067453417554486
24845,high,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.7010665058981589
24859,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.5589864583723038
24867,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.10540785613214465
24876,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.03881349931198991
24881,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.03695300387186962
24887,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.012917848280751508
24910,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.025666286047608858
24925,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.7541553082048172
24936,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.10372377489119822
24945,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.6894358521111572
24952,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.0458968253968254
24959,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.7830175943203906
24969,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.6686554793893237
24976,low,high,low,low,low,low,low,low,low,low,low,low,0,0.023989010989010993
24983,low,high,low,low,low,low,low,low,low,low,low,low,0,0.016840517241379308
24991,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.022397750547713657
25000,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.22043257809647637
25008,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.7201034692630073
25025,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.04113937280484675
25034,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.07681973158615434
25040,low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.006634694829205428
25054,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.04495611467845937
25061,med-low,low,low,med-high,low,low,low,low,low,low,low,low,1,0.2848656111841155
25071,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.028995693003034236
25080,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.2863843991114787
25089,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.04619901000461834
25103,low,high,low,low,low,low,low,low,low,low,low,low,0,0.06772384224027808
25112,low,high,low,low,low,low,low,low,low,low,low,low,0,0.023438503069714654
25128,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.020593417904803207
25146,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.04799535381414638
25151,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.016673850574712643
25158,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
25175,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010775106209888818
25183,low,high,low,low,low,low,low,low,low,low,low,low,0,9.751563489919264e-05
25200,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.7118120585172513
25208,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11802089983492194
25217,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.06798415945014714
25231,med-high,med-high,low,low,low,low,low,med-low,low,low,low,low,0,0.17480390900711812
25237,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.23269905991910175
25247,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.3180037919787769
25262,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0017125876779005421
25274,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25283,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.13106873156882667
25300,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.05857300737940256
25311,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.05434216930223209
25322,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.017824665448338863
25334,low,high,low,low,low,low,low,low,low,low,low,low,0,0.015548768096910642
25357,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010914966349748957
25365,low,high,low,low,low,low,low,low,low,low,low,low,0,0.23741455875279402
25373,low,high,low,low,low,low,low,low,low,low,low,low,0,0.17262496489430101
25391,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.0718156817765566
25407,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.20395551553005484
25416,med-high,high,low,low,low,low,low,low,low,low,low,low,1,0.3022606864137872
25422,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010931799368265152
25445,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.011666666666666667
25454,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.012007183908045978
25460,low,high,low,low,low,low,low,low,low,low,med-low,low,0,4.5921011233875595e-05
25469,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25477,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25482,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25497,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.022244768177502924
25505,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011407323133717794
25515,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010080971659919028
25532,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01645543180075717
25539,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.008162587726797938
25554,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.018020504374718173
25558,low,high,low,low,low,low,low,low,low,low,med-low,low,0,4.5921011233875595e-05
25567,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011428571428571429
25574,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02112425171557892
25586,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.003755169142331023
25595,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25599,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010909090909090908
25608,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.21275418423119835
25616,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.066012471409611
25623,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.001864102829415694
25641,low,high,low,low,low,low,low,low,low,low,low,low,0,0.007765724792631661
25650,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.13943784329545392
25660,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.4844216377595851
25670,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.022851239487483466
25675,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.027625224494725993
25691,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25698,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.005705409080607389
25706,low,high,low,low,low,low,low,low,low,low,med-low,low,1,0.023621264321179565
25721,low,high,low,low,low,low,low,low,low,low,med-low,low,0,1.8819717367620836e-05
25732,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.15949407042893626
25739,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.03592815316027425
25745,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010260774558864798
25753,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.07431671279926574
25760,low,high,low,low,low,low,low,low,low,low,low,low,0,0.018959793360510763
25777,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.006350342779941358
25785,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.04232506476788069
25792,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011435755336617406
25809,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.042671864712013126
25818,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.008947391145939048
25838,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.013734287759314153
25848,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
25857,low,high,low,low,low,low,low,low,low,low,low,low,0,0.09481134817563389
25865,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.004564543863912874
25873,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.04604187325653442
25882,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25890,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.009910418720399636
25898,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.04795832082152222
25905,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0014473911459390492
25915,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.0852282127405822
25921,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010909090909090908
25930,low,low,high,low,low,low,low,low,low,low,low,low,1,0.20808183006053113
25937,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.719605073118398
25948,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.5396811509497096
25955,low,high,low,low,low,low,low,low,low,low,low,low,0,0.061280707412569975
25962,low,high,low,low,low,low,low,low,low,low,low,low,0,0.18978884645147098
25970,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
25978,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.0041724270353302615
25988,low,high,low,low,low,low,low,low,low,low,low,low,0,0.1491785453322574
25997,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.7764991062255708
26003,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02137925434456721
26007,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02637925434456721
26022,low,high,low,low,low,low,low,low,low,low,low,low,0,0.013076923076923076
26030,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02052804522837718
26043,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.013543740302114877
26061,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013059348704025
26066,low,high,low,low,low,low,low,low,low,low,med-low,low,0,7.003744017752894e-05
26073,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.0071870984813349695
26083,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011100695053842062
26094,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.010013059348704025
26105,low,high,low,low,low,low,low,low,low,low,low,low,0,0.029324257819376295
26114,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.4470219286198802
26122,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010046189376443417
26131,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.14667295129530847
26139,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,1,0.5632893081729177
26142,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015045921011233875
26149,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.10111352107847597
26176,med-low,low,low,med-high,low,low,low,low,low,low,low,low,1,0.3727553076193059
26185,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.18513646651256543
26208,low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.13713463779321067
26218,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.18557211481160682
26226,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.2802872140997893
26236,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.719997489333834
26243,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010053373284489395
26252,low,med-high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.04635714285714286
26260,low,med-low,low,low,low,low,low,low,low,low,med-low,low,0,0.03766666666666667
26269,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.052952019988406374
26278,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.8650258265699442
26286,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.016652589692693225
26295,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.40397935944606084
26303,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010046189376443417
26319,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014853036658843705
26327,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.22912161530758465
26335,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
26342,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011428571428571429
26353,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.22504384650775694
26363,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11072830254799278
26370,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.12789694503542914
26378,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.21243933876910634
26386,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.6157939261377551
26393,low,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.3079401026070301
26402,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.09193650487761557
26410,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.057894837509649584
26419,low,low,high,low,low,low,low,low,low,low,low,low,0,0.14672589038660144
26427,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.028092709718743634
